year,mo,da,temp,prcp
2008,01,01,37.4,0.05
2008,01,05,32.2,0.0
2008,01,12,40.5,0.05
2008,05,14,58.5,0.0
2008,06,29,76.2,0.04
2008,12,04,38.1,0.0
2008,03,18,40.0,0.0
2008,06,26,75.3,0.0
2008,04,22,59.1,0.0
2008,02,24,27.3,0.0
2008,05,08,68.8,0.05
2008,03,04,54.8,0.0
2008,03,28,45.0,0.01
2008,05,10,53.0,0.3
2008,06,15,74.4,0.96
2008,08,28,67.5,0.0
2008,07,21,77.1,0.0
2008,09,25,58.1,0.0
2008,04,30,47.6,0.0
2008,11,21,30.6,0.0
2008,08,15,68.2,0.14
2008,12,28,50.9,0.01
2008,11,04,50.6,0.0
2008,06,07,78.4,0.0
2008,01,08,50.3,0.0
2008,02,03,33.1,0.0
2008,02,20,24.5,0.0
2008,09,21,61.0,0.0
2008,10,14,62.7,0.0
2008,11,20,33.3,0.0
2008,10,05,57.7,0.0
2008,09,14,76.9,0.01
2008,12,06,24.1,0.0
2008,07,01,70.2,0.0
2008,08,26,68.0,0.06
2008,09,29,64.9,0.17
2008,10,16,66.5,0.0
2008,11,07,61.2,0.03
2008,09,23,62.3,0.0
2008,05,29,58.3,0.0
2008,04,09,49.0,0.0
2008,12,07,29.0,0.0
2008,05,06,59.9,0.0
2008,05,30,64.9,0.0
2008,07,28,71.3,0.0
2008,02,21,20.8,0.0
2008,07,26,73.3,0.0
2008,06,16,72.5,0.01
2008,07,17,77.0,0.0
2008,09,05,75.3,0.0
2008,06,30,73.0,0.0
2008,06,01,72.0,0.48
2008,07,12,75.9,0.0
2008,04,26,62.0,0.0
2008,04,23,61.4,0.0
2008,02,14,29.7,1.73
2008,10,15,67.2,0.0
2008,07,19,79.2,0.0
2008,07,27,74.9,0.0
2008,08,02,74.1,0.0
2008,08,03,70.8,0.0
2008,12,09,34.2,0.0
2008,04,24,64.5,0.0
2008,01,02,30.2,0.0
2008,07,10,75.1,0.38
2008,08,08,67.7,0.05
2008,08,20,64.7,0.0
2008,08,27,66.2,0.0
2008,09,08,69.3,0.01
2008,10,07,49.8,0.0
2008,10,11,58.0,0.0
2008,11,27,37.8,0.0
2008,12,08,21.0,0.0
2008,01,20,22.1,0.0
2008,01,23,32.7,0.0
2008,01,27,30.9,0.0
2008,03,25,37.7,0.0
2008,08,22,69.8,0.0
2008,10,21,45.2,0.0
2008,10,22,45.1,0.0
2008,12,23,19.3,0.0
2008,03,03,42.8,0.0
2008,05,19,53.0,0.5
2008,06,21,71.3,0.0
2008,07,15,73.0,1.01
2008,08,19,73.2,0.0
2008,08,23,69.5,0.0
2008,09,15,75.9,0.0
2008,10,29,41.8,0.66
2008,11,02,46.7,0.0
2008,11,19,29.1,0.0
2008,04,03,39.1,0.0
2008,04,13,49.6,0.0
2008,01,24,24.7,0.0
2008,02,29,24.3,0.0
2008,03,17,37.9,0.01
2008,03,24,36.0,0.0
2008,06,19,61.4,0.13
2008,07,11,73.4,0.0
2008,08,31,72.4,0.01
2008,09,18,62.7,0.0
2008,10,04,53.1,0.0
2008,12,05,32.7,0.06
2008,01,07,47.9,0.0
2008,01,10,39.2,0.0
2008,02,08,38.0,0.0
2008,05,23,54.7,0.01
2008,06,09,83.4,0.0
2008,06,25,71.6,0.01
2008,07,02,72.8,0.0
2008,08,13,69.1,0.0
2008,09,01,69.6,0.0
2008,09,11,63.5,0.0
2008,09,16,63.6,0.0
2008,09,22,64.2,0.0
2008,10,08,51.2,0.0
2008,11,01,51.7,0.0
2008,11,26,38.0,0.09
2008,12,03,32.0,0.0
2008,12,22,19.5,0.04
2008,03,10,34.3,0.0
2008,03,12,41.8,0.0
2008,03,21,38.8,0.07
2008,06,02,66.7,0.01
2008,06,20,66.3,0.0
2008,08,24,73.6,0.0
2008,09,20,57.2,0.0
2008,10,19,46.3,0.0
2008,03,02,33.0,0.0
2008,04,19,65.9,0.0
2008,04,17,55.3,0.0
2008,03,30,36.0,0.0
2008,06,11,74.9,0.09
2008,01,18,35.0,0.39
2008,02,13,31.6,0.29
2008,05,16,56.4,0.38
2008,08,30,70.9,0.73
2008,12,21,27.9,0.0
2008,12,17,31.6,0.52
2008,03,08,45.8,0.32
2008,09,06,72.8,0.01
2008,01,11,42.1,0.12
2008,04,04,41.9,0.3
2008,06,04,68.5,0.46
2008,10,25,56.0,0.03
2008,07,07,73.8,0.05
2008,01,14,36.0,0.07
2008,02,12,18.1,0.0
2008,05,04,57.0,0.03
2008,05,09,56.0,0.39
2008,12,16,39.8,0.09
2008,02,18,51.6,0.14
2008,10,26,49.6,1.29
2008,12,01,42.9,0.43
2008,12,19,33.7,0.0
2008,07,06,72.3,0.01
2008,09,27,66.6,0.37
2008,04,12,63.4,0.27
2008,02,06,53.2,0.02
2008,11,25,39.8,0.18
2008,06,05,71.0,0.28
2008,04,05,49.5,0.07
2008,09,30,59.2,0.0
2008,04,27,50.7,0.67
2008,12,27,36.8,0.09
2008,05,18,56.7,0.08
2008,11,30,34.7,0.04
2008,04,01,58.3,0.14
2008,04,20,61.6,0.07
2008,08,29,66.8,0.04
2008,03,07,37.7,0.0
2008,11,06,60.9,0.01
2008,11,13,44.7,0.0
2008,07,30,75.4,0.0
2008,11,03,46.9,0.0
2008,03,16,44.0,0.06
2008,01,30,38.6,0.17
2008,07,14,72.7,1.46
2008,10,27,44.6,0.0
2008,02,02,36.0,1.59
2008,02,07,47.5,0.1
2008,05,21,52.8,0.43
2008,07,13,75.3,0.0
2008,05,31,69.2,0.0
2008,10,28,41.5,0.22
2008,01,29,31.0,0.0
2008,03,11,42.0,0.0
2008,01,13,34.8,0.0
2008,05,13,54.9,0.15
2008,06,14,76.8,0.0
2008,05,17,55.9,0.66
2008,05,28,59.7,0.02
2008,05,11,51.8,0.0
2008,06,22,74.0,0.0
2008,08,11,63.2,0.08
2008,05,22,52.6,0.01
2008,06,24,68.4,0.12
2008,10,02,54.0,0.0
2008,12,15,50.6,0.0
2008,12,31,30.9,0.0
2008,03,27,43.5,0.0
2008,04,14,44.0,0.0
2008,05,01,47.9,0.01
2008,01,06,38.0,0.06
2008,03,14,45.7,0.0
2008,09,17,61.0,0.0
2008,06,18,62.5,0.0
2008,11,16,45.6,0.22
2008,11,24,30.9,0.0
2008,12,26,30.2,0.0
