year,mo,da,temp,prcp
2013,12,09,30.7,0.31
2013,10,11,57.5,3.48
2013,06,10,69.6,0.52
2013,02,16,32.1,0.25
2013,02,14,34.5,0.12
2013,10,07,67.9,0.0
2013,12,05,50.5,0.0
2013,12,17,23.7,0.01
2013,04,12,47.9,0.17
2013,10,10,54.0,0.1
2013,05,07,59.5,0.0
2013,12,29,38.1,0.0
2013,04,13,48.7,0.5
2013,05,21,72.6,0.01
2013,08,30,74.8,0.0
2013,05,22,75.0,0.0
2013,09,11,80.1,0.0
2013,10,06,71.8,0.0
2013,07,26,71.5,0.0
2013,07,14,78.8,0.1
2013,05,16,66.8,0.07
2013,06,03,72.7,0.49
2013,04,11,64.4,0.1
2013,03,18,31.7,0.0
2013,06,14,65.3,1.04
2013,10,01,63.0,0.0
2013,10,02,67.2,0.0
2013,03,31,43.3,0.0
2013,09,27,63.6,0.0
2013,08,06,65.5,0.0
2013,10,05,72.7,0.03
2013,04,16,57.1,0.0
2013,10,13,61.6,0.0
2013,12,30,37.5,0.81
2013,09,16,61.9,0.0
2013,07,06,81.7,0.0
2013,05,15,57.3,0.04
2013,07,08,73.8,0.2
2013,07,30,70.1,0.01
2013,11,23,42.1,0.05
2013,06,25,76.6,0.0
2013,07,24,73.3,0.05
2013,02,10,27.0,0.0
2013,03,10,43.9,0.0
2013,03,21,33.0,0.0
2013,06,05,65.3,0.0
2013,07,12,70.9,0.0
2013,08,18,66.7,0.0
2013,10,08,55.7,1.26
2013,02,25,34.5,0.0
2013,03,02,34.4,0.0
2013,03,20,37.4,0.02
2013,04,06,42.6,0.0
2013,09,23,55.7,0.01
2013,09,29,58.8,0.0
2013,11,13,31.4,0.0
2013,11,29,29.9,0.0
2013,02,18,25.0,0.0
2013,03,07,39.0,0.23
2013,03,26,38.1,0.15
2013,03,27,40.0,0.0
2013,04,09,69.4,0.0
2013,08,25,66.1,0.01
2013,10,20,51.2,0.09
2013,10,22,50.9,0.0
2013,11,30,26.4,0.0
2013,01,05,31.2,0.0
2013,02,07,28.4,0.0
2013,04,10,72.4,0.0
2013,05,12,56.9,0.12
2013,06,15,67.8,0.01
2013,11,08,41.6,0.11
2013,11,25,24.1,0.0
2013,05,04,54.2,0.0
2013,12,06,48.7,0.14
2013,01,30,48.8,0.0
2013,02,06,31.3,0.0
2013,11,17,53.1,0.01
2013,07,01,74.5,1.68
2013,01,12,42.7,0.39
2013,01,29,40.8,0.18
2013,08,01,71.7,0.1
2013,12,15,31.4,0.44
2013,08,13,71.6,1.56
2013,08,21,71.5,0.0
2013,03,12,51.5,0.05
2013,07,13,74.2,0.72
2013,05,11,64.6,0.67
2013,03,25,34.5,0.12
2013,07,25,64.8,0.0
2013,04,01,45.9,0.04
2013,06,30,75.2,0.1
2013,05,20,67.9,0.01
2013,04,18,56.5,0.04
2013,01,26,17.5,0.03
2013,01,13,42.5,0.0
2013,11,18,58.4,0.0
2013,05,28,59.1,0.01
2013,05,10,64.9,0.03
2013,07,10,76.4,0.09
2013,05,30,77.8,0.0
2013,07,28,73.1,0.08
2013,12,18,24.3,0.03
2013,11,19,43.9,0.01
2013,01,25,15.8,0.0
2013,09,30,58.9,0.0
2013,05,18,61.7,0.0
2013,06,17,72.7,0.02
2013,10,19,49.8,0.0
2013,09,10,75.9,0.0
2013,03,22,31.0,0.0
2013,06,06,63.5,0.0
2013,06,01,78.1,0.0
2013,06,19,67.9,0.24
2013,06,22,70.9,0.0
2013,12,22,60.0,0.0
2013,02,13,32.5,0.0
2013,05,05,52.2,0.0
2013,05,31,78.8,0.0
2013,12,28,36.4,0.0
2013,12,24,32.6,0.39
2013,03,01,37.4,0.0
2013,04,04,35.7,0.0
2013,04,15,52.2,0.0
2013,09,09,61.3,0.0
2013,10,24,40.9,0.0
2013,10,25,40.0,0.0
2013,11,06,53.2,0.0
2013,12,13,23.9,0.0
2013,01,20,42.3,0.0
2013,03,09,42.8,0.0
2013,10,21,49.2,0.0
2013,01,17,36.9,0.03
2013,03,13,39.8,1.22
2013,04,14,49.0,0.0
2013,07,31,69.1,0.0
2013,08,31,76.5,0.0
2013,11,05,42.7,0.0
2013,11,15,39.9,0.0
2013,06,02,78.8,0.0
2013,07,05,80.5,0.0
2013,08,14,66.0,0.23
2013,09,24,54.3,0.0
2013,09,08,70.4,0.0
2013,08,29,73.1,0.21
2013,09,01,77.0,0.01
2013,10,31,55.0,0.01
2013,01,16,33.8,0.76
2013,02,23,36.1,0.01
2013,03,19,38.0,0.43
2013,07,23,76.2,0.69
2013,02,03,24.3,0.05
2013,05,09,58.6,0.02
2013,08,07,69.5,0.0
2013,09,21,64.0,0.0
2013,10,04,70.7,0.0
2013,08,28,73.5,0.0
2013,01,14,47.8,0.07
2013,05,19,60.0,0.11
2013,03,11,44.5,0.0
2013,06,28,74.6,0.33
2013,04,24,52.0,0.0
2013,01,15,38.2,0.21
2013,03,03,31.3,0.0
2013,10,17,63.8,0.0
2013,05,06,52.2,0.0
2013,10,30,49.6,0.0
2013,12,26,26.7,0.0
2013,01,09,32.4,0.0
2013,06,20,67.5,0.0
2013,04,17,60.7,0.02
2013,03,06,36.0,0.01
2013,01,11,37.0,0.0
2013,06,29,73.9,0.0
2013,10,14,56.3,0.0
2013,02,15,39.2,0.0
2013,03,05,33.4,0.0
2013,07,11,77.0,0.06
2013,11,01,64.4,0.12
2013,08,19,66.0,0.09
2013,06,26,76.0,0.04
2013,07,07,80.2,0.0
2013,10,18,57.8,0.09
2013,12,31,27.3,0.0
2013,06,11,72.2,0.91
2013,01,07,38.4,0.0
2013,01,18,30.8,0.0
2013,01,22,18.6,0.0
2013,03,04,31.1,0.0
2013,04,27,52.2,0.0
2013,08,15,63.3,0.0
2013,09,19,58.4,0.0
2013,11,09,38.2,0.0
2013,01,24,17.3,0.0
2013,09,03,72.9,0.05
2013,09,07,61.2,0.0
2013,09,28,60.8,0.0
2013,12,02,37.9,0.0
2013,01,23,13.4,0.0
2013,02,22,28.1,0.0
