"date","load","lasthour","last6hours","last12hours","year","quarter","month","weekofyear","dayofyear","dayofmonth","hour","daytime","weekend","holiday","season","temp"
1998-08-07 19:00:00,38716,40341,40228.1666666667,37852.4166666667,1998,3,8,32,219,7,19,1,0,0,3,72.7
1998-08-07 20:00:00,37099,38716,39751,38418.9166666667,1998,3,8,32,219,7,20,1,0,0,3,72.7
1998-08-07 21:00:00,36802,37099,39123,38736.1666666667,1998,3,8,32,219,7,21,1,0,0,3,72.7
1998-08-07 22:00:00,36256,36802,38360.6666666667,38800.25,1998,3,8,32,219,7,22,1,0,0,3,72.7
1998-08-07 23:00:00,33781,36256,37165.8333333333,38544.8333333333,1998,3,8,32,219,7,23,1,0,0,3,72.7
1998-08-08 00:00:00,31005,33781,35609.8333333333,37952.6666666667,1998,3,8,32,220,8,0,0,1,0,3,75.8
1998-08-08 01:00:00,28489,31649,33988,35557.8333333333,1998,3,8,32,220,8,1,0,1,0,3,75.8
1998-08-08 02:00:00,26697,28489,32403.6666666667,34775.0833333333,1998,3,8,32,220,8,2,0,1,0,3,75.8
1998-08-08 03:00:00,25587,26697,30552,33856.6666666667,1998,3,8,32,220,8,3,0,1,0,3,75.8
1998-08-08 04:00:00,24568,25587,28573.6666666667,32812.1666666667,1998,3,8,32,220,8,4,0,1,0,3,75.8
1998-08-08 05:00:00,24392,24568,26897,31697.1666666667,1998,3,8,32,220,8,5,0,1,0,3,75.8
1998-08-08 06:00:00,24587,24392,25720,30581.5,1998,3,8,32,220,8,6,0,1,0,3,75.8
1998-08-08 07:00:00,25314,24587,25190.8333333333,29589.4166666667,1998,3,8,32,220,8,7,0,1,0,3,75.8
1998-08-08 08:00:00,26612,25314,25176.6666666667,28790.1666666667,1998,3,8,32,220,8,8,0,1,0,3,75.8
1998-08-08 09:00:00,29479,26612,25825.3333333333,28188.6666666667,1998,3,8,32,220,8,9,0,1,0,3,75.8
1998-08-08 10:00:00,31811,29479,27032.5,27803.0833333333,1998,3,8,32,220,8,10,0,1,0,3,75.8
1998-08-08 11:00:00,34033,31811,28639.3333333333,27768.1666666667,1998,3,8,32,220,8,11,1,1,0,3,75.8
1998-08-08 12:00:00,35281,34033,30421.6666666667,28070.8333333333,1998,3,8,32,220,8,12,1,1,0,3,75.8
1998-08-08 13:00:00,35976,35281,32198.6666666667,28694.75,1998,3,8,32,220,8,13,1,1,0,3,75.8
1998-08-08 14:00:00,36208,35976,33798,29487.3333333333,1998,3,8,32,220,8,14,1,1,0,3,75.8
1998-08-08 15:00:00,36493,36208,34967,30396.1666666667,1998,3,8,32,220,8,15,1,1,0,3,75.8
1998-08-08 16:00:00,37038,36493,35838.1666666667,31435.3333333333,1998,3,8,32,220,8,16,1,1,0,3,75.8
1998-08-08 17:00:00,37109,37038,36350.8333333333,32495.0833333333,1998,3,8,32,220,8,17,1,1,0,3,75.8
1998-08-08 18:00:00,37094,37109,36653,33537.3333333333,1998,3,8,32,220,8,18,1,1,0,3,75.8
1998-08-08 19:00:00,36456,37094,36733,34465.8333333333,1998,3,8,32,220,8,19,1,1,0,3,75.8
1998-08-08 20:00:00,35265,36456,36575.8333333333,35186.9166666667,1998,3,8,32,220,8,20,1,1,0,3,75.8
1998-08-08 21:00:00,35180,35265,36357,35662,1998,3,8,32,220,8,21,1,1,0,3,75.8
1998-08-08 22:00:00,34901,35180,36000.8333333333,35919.5,1998,3,8,32,220,8,22,1,1,0,3,75.8
1998-08-08 23:00:00,32909,34901,35300.8333333333,35825.8333333333,1998,3,8,32,220,8,23,1,1,0,3,75.8
1998-08-09 00:00:00,30567,32909,34213,35433,1998,3,8,32,221,9,0,0,1,0,3,77.5
1998-08-09 01:00:00,28259,32154,35456.1666666667,39296.4166666667,1998,3,8,32,221,9,1,0,1,0,3,77.5
1998-08-09 02:00:00,26452,28259,33230.5,37867.6666666667,1998,3,8,32,221,9,2,0,1,0,3,77.5
1998-08-09 03:00:00,25182,26452,30856,36284.25,1998,3,8,32,221,9,3,0,1,0,3,77.5
1998-08-09 04:00:00,24391,25182,28593.5,34648.75,1998,3,8,32,221,9,4,0,1,0,3,77.5
1998-08-09 05:00:00,23833,24391,26711.8333333333,32995.4166666667,1998,3,8,32,221,9,5,0,1,0,3,77.5
1998-08-09 06:00:00,24138,23833,25375.8333333333,31456.1666666667,1998,3,8,32,221,9,6,0,1,0,3,77.5
1998-08-09 07:00:00,24281,24138,24712.8333333333,30084.5,1998,3,8,32,221,9,7,0,1,0,3,77.5
1998-08-09 08:00:00,25323,24281,24524.6666666667,28877.5833333333,1998,3,8,32,221,9,8,0,1,0,3,77.5
1998-08-09 09:00:00,27904,25323,24978.3333333333,27917.1666666667,1998,3,8,32,221,9,9,0,1,0,3,77.5
1998-08-09 10:00:00,30374,27904,25975.5,27284.5,1998,3,8,32,221,9,10,0,1,0,3,77.5
1998-08-09 11:00:00,32512,30374,27422,27066.9166666667,1998,3,8,32,221,9,11,1,1,0,3,77.5
1998-08-09 12:00:00,34162,32512,29092.6666666667,27234.25,1998,3,8,32,221,9,12,1,1,0,3,77.5
1998-08-09 13:00:00,35380,34162,30942.5,27827.6666666667,1998,3,8,32,221,9,13,1,1,0,3,77.5
1998-08-09 14:00:00,36090,35380,32737,28630.8333333333,1998,3,8,32,221,9,14,1,1,0,3,77.5
1998-08-09 15:00:00,36608,36090,34187.6666666667,29583,1998,3,8,32,221,9,15,1,1,0,3,77.5
1998-08-09 16:00:00,37102,36608,35309,30642.25,1998,3,8,32,221,9,16,1,1,0,3,77.5
1998-08-09 17:00:00,37772,37102,36185.6666666667,31803.8333333333,1998,3,8,32,221,9,17,1,1,0,3,77.5
1998-08-09 18:00:00,37975,37772,36821.1666666667,32956.9166666667,1998,3,8,32,221,9,18,1,1,0,3,77.5
1998-08-09 19:00:00,37219,37975,37127.6666666667,34035.0833333333,1998,3,8,32,221,9,19,1,1,0,3,77.5
1998-08-09 20:00:00,36203,37219,37146.5,34941.75,1998,3,8,32,221,9,20,1,1,0,3,77.5
1998-08-09 21:00:00,36697,36203,37161.3333333333,35674.5,1998,3,8,32,221,9,21,1,1,0,3,77.5
1998-08-09 22:00:00,36438,36697,37050.6666666667,36179.8333333333,1998,3,8,32,221,9,22,1,1,0,3,77.5
1998-08-09 23:00:00,34452,36438,36497.3333333333,36341.5,1998,3,8,32,221,9,23,1,1,0,3,77.5
1998-08-10 00:00:00,31649,34452,35443,36132.0833333333,1998,3,8,32,222,10,0,0,0,0,3,77.4
1998-08-10 01:00:00,29248,33140,36769,40097.0833333333,1998,3,8,32,222,10,1,0,0,0,3,77.4
1998-08-10 02:00:00,27671,29248,34522,38899,1998,3,8,32,222,10,2,0,0,0,3,77.4
1998-08-10 03:00:00,26938,27671,32189.3333333333,37566.6666666667,1998,3,8,32,222,10,3,0,0,0,3,77.4
1998-08-10 04:00:00,26769,26938,30018.5,36145.5,1998,3,8,32,222,10,4,0,0,0,3,77.4
1998-08-10 05:00:00,26996,26769,28460.3333333333,34697.5833333333,1998,3,8,32,222,10,5,0,0,0,3,77.4
1998-08-10 06:00:00,28243,26996,27644.1666666667,33360.25,1998,3,8,32,222,10,6,0,0,0,3,77.4
1998-08-10 07:00:00,30339,28243,27826,32297.5,1998,3,8,32,222,10,7,0,0,0,3,77.4
1998-08-10 08:00:00,33554,30339,28806.5,31664.25,1998,3,8,32,222,10,8,0,0,0,3,77.4
1998-08-10 09:00:00,35901,33554,30300.3333333333,31244.8333333333,1998,3,8,32,222,10,9,0,0,0,3,77.4
1998-08-10 10:00:00,38015,35901,32174.6666666667,31096.5833333333,1998,3,8,32,222,10,10,0,0,0,3,77.4
1998-08-10 11:00:00,40022,38015,34345.6666666667,31403,1998,3,8,32,222,10,11,1,0,0,3,77.4
1998-08-10 12:00:00,41741,40022,36595.3333333333,32119.75,1998,3,8,32,222,10,12,1,0,0,3,77.4
1998-08-10 13:00:00,42807,41741,38673.3333333333,33249.6666666667,1998,3,8,32,222,10,13,1,0,0,3,77.4
1998-08-10 14:00:00,43597,42807,40347.1666666667,34576.8333333333,1998,3,8,32,222,10,14,1,0,0,3,77.4
1998-08-10 15:00:00,44183,43597,41727.5,36013.9166666667,1998,3,8,32,222,10,15,1,0,0,3,77.4
1998-08-10 16:00:00,44017,44183,42727.8333333333,37451.25,1998,3,8,32,222,10,16,1,0,0,3,77.4
1998-08-10 17:00:00,43673,44017,43336.3333333333,38841,1998,3,8,32,222,10,17,1,0,0,3,77.4
1998-08-10 18:00:00,42609,43673,43481,40038.1666666667,1998,3,8,32,222,10,18,1,0,0,3,77.4
1998-08-10 19:00:00,40741,42609,43136.6666666667,40905,1998,3,8,32,222,10,19,1,0,0,3,77.4
1998-08-10 20:00:00,39806,40741,42504.8333333333,41426,1998,3,8,32,222,10,20,1,0,0,3,77.4
1998-08-10 21:00:00,39429,39806,41712.5,41720,1998,3,8,32,222,10,21,1,0,0,3,77.4
1998-08-10 22:00:00,37966,39429,40704,41715.9166666667,1998,3,8,32,222,10,22,1,0,0,3,77.4
1998-08-10 23:00:00,35123,37966,39279,41307.6666666667,1998,3,8,32,222,10,23,1,0,0,3,77.4
1998-08-11 00:00:00,32154,35123,37536.5,40508.75,1998,3,8,32,223,11,0,0,0,0,3,75.6
1998-08-11 01:00:00,29607,30868,34579.3333333333,37703.75,1998,3,8,32,223,11,1,0,0,0,3,75.6
1998-08-11 02:00:00,28155,29607,32954.3333333333,36688.6666666667,1998,3,8,32,223,11,2,0,0,0,3,75.6
1998-08-11 03:00:00,27000,28155,31105.3333333333,35520.9166666667,1998,3,8,32,223,11,3,0,0,0,3,75.6
1998-08-11 04:00:00,26546,27000,29360,34301.0833333333,1998,3,8,32,223,11,4,0,0,0,3,75.6
1998-08-11 05:00:00,26662,26546,28139.6666666667,33053.3333333333,1998,3,8,32,223,11,5,0,0,0,3,75.6
1998-08-11 06:00:00,27960,26662,27655,31956.5833333333,1998,3,8,32,223,11,6,0,0,0,3,75.6
1998-08-11 07:00:00,30637,27960,27826.6666666667,31203,1998,3,8,32,223,11,7,0,0,0,3,75.6
1998-08-11 08:00:00,32916,30637,28620.1666666667,30787.25,1998,3,8,32,223,11,8,0,0,0,3,75.6
1998-08-11 09:00:00,35614,32916,30055.8333333333,30580.5833333333,1998,3,8,32,223,11,9,0,0,0,3,75.6
1998-08-11 10:00:00,37581,35614,31895,30627.5,1998,3,8,32,223,11,10,0,0,0,3,75.6
1998-08-11 11:00:00,39164,37581,33978.6666666667,31059.1666666667,1998,3,8,32,223,11,11,1,0,0,3,75.6
1998-08-11 12:00:00,40486,39164,36066.3333333333,31860.6666666667,1998,3,8,32,223,11,12,1,0,0,3,75.6
1998-08-11 13:00:00,41194,40486,37825.8333333333,32826.25,1998,3,8,32,223,11,13,1,0,0,3,75.6
1998-08-11 14:00:00,42048,41194,39347.8333333333,33984,1998,3,8,32,223,11,14,1,0,0,3,75.6
1998-08-11 15:00:00,42926,42048,40566.5,35311.1666666667,1998,3,8,32,223,11,15,1,0,0,3,75.6
1998-08-11 16:00:00,43823,42926,41606.8333333333,36750.9166666667,1998,3,8,32,223,11,16,1,0,0,3,75.6
1998-08-11 17:00:00,44371,43823,42474.6666666667,38226.6666666667,1998,3,8,32,223,11,17,1,0,0,3,75.6
1998-08-11 18:00:00,44291,44371,43108.8333333333,39587.5833333333,1998,3,8,32,223,11,18,1,0,0,3,75.6
1998-08-11 19:00:00,43092,44291,43425.1666666667,40625.5,1998,3,8,32,223,11,19,1,0,0,3,75.6
1998-08-11 20:00:00,41153,43092,43276,41311.9166666667,1998,3,8,32,223,11,20,1,0,0,3,75.6
1998-08-11 21:00:00,40934,41153,42944,41755.25,1998,3,8,32,223,11,21,1,0,0,3,75.6
1998-08-11 22:00:00,39794,40934,42272.5,41939.6666666667,1998,3,8,32,223,11,22,1,0,0,3,75.6
1998-08-11 23:00:00,36345,39794,40934.8333333333,41704.75,1998,3,8,32,223,11,23,1,0,0,3,75.6
1998-08-12 00:00:00,33140,36345,39076.3333333333,41092.5833333333,1998,3,8,32,224,12,0,0,0,0,3,74.7
1998-08-12 01:00:00,30057,29900,33350,36106.9166666667,1998,3,8,32,224,12,1,0,0,0,3,74.7
1998-08-12 02:00:00,27879,30057,32011,35207.5,1998,3,8,32,224,12,2,0,0,0,3,74.7
1998-08-12 03:00:00,26892,27879,30452.5,34175.8333333333,1998,3,8,32,224,12,3,0,0,0,3,74.7
1998-08-12 04:00:00,25922,26892,28871,33061.4166666667,1998,3,8,32,224,12,4,0,0,0,3,74.7
1998-08-12 05:00:00,25838,25922,27748,31928.9166666667,1998,3,8,32,224,12,5,0,0,0,3,74.7
1998-08-12 06:00:00,26838,25838,27237.6666666667,30913.75,1998,3,8,32,224,12,6,0,0,0,3,74.7
1998-08-12 07:00:00,28804,26838,27028.8333333333,30189.4166666667,1998,3,8,32,224,12,7,0,0,0,3,74.7
1998-08-12 08:00:00,31101,28804,27565.8333333333,29788.4166666667,1998,3,8,32,224,12,8,0,0,0,3,74.7
1998-08-12 09:00:00,34123,31101,28771,29611.75,1998,3,8,32,224,12,9,0,0,0,3,74.7
1998-08-12 10:00:00,36044,34123,30458,29664.5,1998,3,8,32,224,12,10,0,0,0,3,74.7
1998-08-12 11:00:00,37604,36044,32419,30083.5,1998,3,8,32,224,12,11,1,0,0,3,74.7
1998-08-12 12:00:00,38847,37604,34420.5,30829.0833333333,1998,3,8,32,224,12,12,1,0,0,3,74.7
1998-08-12 13:00:00,39739,38847,36243,31635.9166666667,1998,3,8,32,224,12,13,1,0,0,3,74.7
1998-08-12 14:00:00,40336,39739,37782.1666666667,32674,1998,3,8,32,224,12,14,1,0,0,3,74.7
1998-08-12 15:00:00,41013,40336,38930.5,33850.75,1998,3,8,32,224,12,15,1,0,0,3,74.7
1998-08-12 16:00:00,41184,41013,39787.1666666667,35122.5833333333,1998,3,8,32,224,12,16,1,0,0,3,74.7
1998-08-12 17:00:00,41635,41184,40459,36439,1998,3,8,32,224,12,17,1,0,0,3,74.7
1998-08-12 18:00:00,41121,41635,40838,37629.25,1998,3,8,32,224,12,18,1,0,0,3,74.7
1998-08-12 19:00:00,39680,41121,40828.1666666667,38535.5833333333,1998,3,8,32,224,12,19,1,0,0,3,74.7
1998-08-12 20:00:00,37905,39680,40423,39102.5833333333,1998,3,8,32,224,12,20,1,0,0,3,74.7
1998-08-12 21:00:00,38094,37905,39936.5,39433.5,1998,3,8,32,224,12,21,1,0,0,3,74.7
1998-08-12 22:00:00,37018,38094,39242.1666666667,39514.6666666667,1998,3,8,32,224,12,22,1,0,0,3,74.7
1998-08-12 23:00:00,33984,37018,37967,39213,1998,3,8,32,224,12,23,1,0,0,3,74.7
1998-08-13 00:00:00,30868,33984,36258.1666666667,38548.0833333333,1998,3,8,33,225,13,0,0,0,0,3,72.5
1998-08-13 01:00:00,28337,28451,31326.6666666667,34072.5,1998,3,8,33,225,13,1,0,0,0,3,72.5
1998-08-13 02:00:00,26308,28337,30107.1666666667,33110.6666666667,1998,3,8,33,225,13,2,0,0,0,3,72.5
1998-08-13 03:00:00,25245,26308,28653.6666666667,32067.1666666667,1998,3,8,33,225,13,3,0,0,0,3,72.5
1998-08-13 04:00:00,24622,25245,27263,30989.8333333333,1998,3,8,33,225,13,4,0,0,0,3,72.5
1998-08-13 05:00:00,24708,24622,26278.5,29962.25,1998,3,8,33,225,13,5,0,0,0,3,72.5
1998-08-13 06:00:00,25832,24708,25842,29097.75,1998,3,8,33,225,13,6,0,0,0,3,72.5
1998-08-13 07:00:00,28144,25832,25809.8333333333,28568.25,1998,3,8,33,225,13,7,0,0,0,3,72.5
1998-08-13 08:00:00,30520,28144,26511.8333333333,28309.5,1998,3,8,33,225,13,8,0,0,0,3,72.5
1998-08-13 09:00:00,32511,30520,27722.8333333333,28188.25,1998,3,8,33,225,13,9,0,0,0,3,72.5
1998-08-13 10:00:00,34472,32511,29364.5,28313.75,1998,3,8,33,225,13,10,0,0,0,3,72.5
1998-08-13 11:00:00,35953,34472,31238.6666666667,28758.5833333333,1998,3,8,33,225,13,11,1,0,0,3,72.5
1998-08-13 12:00:00,37056,35953,33109.3333333333,29475.6666666667,1998,3,8,33,225,13,12,1,0,0,3,72.5
1998-08-13 13:00:00,37902,37056,34735.6666666667,30272.75,1998,3,8,33,225,13,13,1,0,0,3,72.5
1998-08-13 14:00:00,38672,37902,36094.3333333333,31303.0833333333,1998,3,8,33,225,13,14,1,0,0,3,72.5
1998-08-13 15:00:00,39272,38672,37221.1666666667,32472,1998,3,8,33,225,13,15,1,0,0,3,72.5
1998-08-13 16:00:00,39295,39272,38025,33694.75,1998,3,8,33,225,13,16,1,0,0,3,72.5
1998-08-13 17:00:00,39428,39295,38604.1666666667,34921.4166666667,1998,3,8,33,225,13,17,1,0,0,3,72.5
1998-08-13 18:00:00,39020,39428,38931.5,36020.4166666667,1998,3,8,33,225,13,18,1,0,0,3,72.5
1998-08-13 19:00:00,37496,39020,38863.8333333333,36799.75,1998,3,8,33,225,13,19,1,0,0,3,72.5
1998-08-13 20:00:00,35913,37496,38404,37249.1666666667,1998,3,8,33,225,13,20,1,0,0,3,72.5
1998-08-13 21:00:00,36243,35913,37899.1666666667,37560.1666666667,1998,3,8,33,225,13,21,1,0,0,3,72.5
1998-08-13 22:00:00,35411,36243,37251.8333333333,37638.4166666667,1998,3,8,33,225,13,22,1,0,0,3,72.5
1998-08-13 23:00:00,32576,35411,36109.8333333333,37357,1998,3,8,33,225,13,23,1,0,0,3,72.5
1998-08-14 00:00:00,29900,32576,34589.8333333333,36760.6666666667,1998,3,8,33,226,14,0,0,0,0,3,70.1
1998-08-14 01:00:00,27598,28768,31068.6666666667,32909.5833333333,1998,3,8,33,226,14,1,0,0,0,3,70.1
1998-08-14 02:00:00,25794,27598,29897.3333333333,32189.3333333333,1998,3,8,33,226,14,2,0,0,0,3,70.1
1998-08-14 03:00:00,24880,25794,28485.6666666667,31368.75,1998,3,8,33,226,14,3,0,0,0,3,70.1
1998-08-14 04:00:00,24315,24880,27038.6666666667,30467.5833333333,1998,3,8,33,226,14,4,0,0,0,3,70.1
1998-08-14 05:00:00,24481,24315,25972.6666666667,29573,1998,3,8,33,226,14,5,0,0,0,3,70.1
1998-08-14 06:00:00,25720,24481,25464.6666666667,28803.6666666667,1998,3,8,33,226,14,6,0,0,0,3,70.1
1998-08-14 07:00:00,28110,25720,25550,28309.3333333333,1998,3,8,33,226,14,7,0,0,0,3,70.1
1998-08-14 08:00:00,30627,28110,26355.5,28126.4166666667,1998,3,8,33,226,14,8,0,0,0,3,70.1
1998-08-14 09:00:00,32923,30627,27696,28090.8333333333,1998,3,8,33,226,14,9,0,0,0,3,70.1
1998-08-14 10:00:00,34605,32923,29411,28224.8333333333,1998,3,8,33,226,14,10,0,0,0,3,70.1
1998-08-14 11:00:00,35942,34605,31321.1666666667,28646.9166666667,1998,3,8,33,226,14,11,1,0,0,3,70.1
1998-08-14 12:00:00,36750,35942,33159.5,29312.0833333333,1998,3,8,33,226,14,12,1,0,0,3,70.1
1998-08-14 13:00:00,37361,36750,34701.3333333333,30125.6666666667,1998,3,8,33,226,14,13,1,0,0,3,70.1
1998-08-14 14:00:00,37850,37361,35905.1666666667,31130.3333333333,1998,3,8,33,226,14,14,1,0,0,3,70.1
1998-08-14 15:00:00,37767,37850,36712.5,32204.25,1998,3,8,33,226,14,15,1,0,0,3,70.1
1998-08-14 16:00:00,37550,37767,37203.3333333333,33307.1666666667,1998,3,8,33,226,14,16,1,0,0,3,70.1
1998-08-14 17:00:00,37039,37550,37386.1666666667,34353.6666666667,1998,3,8,33,226,14,17,1,0,0,3,70.1
1998-08-14 18:00:00,36206,37039,37295.5,35227.5,1998,3,8,33,226,14,18,1,0,0,3,70.1
1998-08-14 19:00:00,34498,36206,36818.3333333333,35759.8333333333,1998,3,8,33,226,14,19,1,0,0,3,70.1
1998-08-14 20:00:00,33625,34498,36114.1666666667,36009.6666666667,1998,3,8,33,226,14,20,1,0,0,3,70.1
1998-08-14 21:00:00,33966,33625,35480.6666666667,36096.5833333333,1998,3,8,33,226,14,21,1,0,0,3,70.1
1998-08-14 22:00:00,32966,33966,34716.6666666667,35960,1998,3,8,33,226,14,22,1,0,0,3,70.1
1998-08-14 23:00:00,30615,32966,33646,35516.0833333333,1998,3,8,33,226,14,23,1,0,0,3,70.1
1998-08-15 00:00:00,28451,30615,32353.5,34824.5,1998,3,8,33,227,15,0,0,1,0,3,74.1
1998-08-15 01:00:00,25982,30867,32516.8333333333,33673.25,1998,3,8,33,227,15,1,0,1,0,3,74.1
1998-08-15 02:00:00,24611,25982,30919.3333333333,32894.75,1998,3,8,33,227,15,2,0,1,0,3,74.1
1998-08-15 03:00:00,23644,24611,28929.6666666667,31998.4166666667,1998,3,8,33,227,15,3,0,1,0,3,74.1
1998-08-15 04:00:00,22885,23644,26877.6666666667,31005.0833333333,1998,3,8,33,227,15,4,0,1,0,3,74.1
1998-08-15 05:00:00,22682,22885,25111.8333333333,29944.5833333333,1998,3,8,33,227,15,5,0,1,0,3,74.1
1998-08-15 06:00:00,23101,22682,23817.5,28914.1666666667,1998,3,8,33,227,15,6,0,1,0,3,74.1
1998-08-15 07:00:00,23762,23101,23447.5,27982.1666666667,1998,3,8,33,227,15,7,0,1,0,3,74.1
1998-08-15 08:00:00,25156,23762,23538.3333333333,27228.8333333333,1998,3,8,33,227,15,8,0,1,0,3,74.1
1998-08-15 09:00:00,27634,25156,24203.3333333333,26566.5,1998,3,8,33,227,15,9,0,1,0,3,74.1
1998-08-15 10:00:00,30073,27634,25401.3333333333,26139.5,1998,3,8,33,227,15,10,0,1,0,3,74.1
1998-08-15 11:00:00,32149,30073,26979.1666666667,26045.5,1998,3,8,33,227,15,11,1,1,0,3,74.1
1998-08-15 12:00:00,33292,32149,28677.6666666667,26247.5833333333,1998,3,8,33,227,15,12,1,1,0,3,74.1
1998-08-15 13:00:00,34111,33292,30402.5,26925,1998,3,8,33,227,15,13,1,1,0,3,74.1
1998-08-15 14:00:00,34437,34111,31949.3333333333,27743.8333333333,1998,3,8,33,227,15,14,1,1,0,3,74.1
1998-08-15 15:00:00,34727,34437,33131.5,28667.4166666667,1998,3,8,33,227,15,15,1,1,0,3,74.1
1998-08-15 16:00:00,35129,34727,33974.1666666667,29687.75,1998,3,8,33,227,15,16,1,1,0,3,74.1
1998-08-15 17:00:00,35216,35129,34485.3333333333,30732.25,1998,3,8,33,227,15,17,1,1,0,3,74.1
1998-08-15 18:00:00,34952,35216,34762,31719.8333333333,1998,3,8,33,227,15,18,1,1,0,3,74.1
1998-08-15 19:00:00,34042,34952,34750.5,32576.5,1998,3,8,33,227,15,19,1,1,0,3,74.1
1998-08-15 20:00:00,32822,34042,34481.3333333333,33215.3333333333,1998,3,8,33,227,15,20,1,1,0,3,74.1
1998-08-15 21:00:00,33350,32822,34251.8333333333,33691.6666666667,1998,3,8,33,227,15,21,1,1,0,3,74.1
1998-08-15 22:00:00,32997,33350,33896.5,33935.3333333333,1998,3,8,33,227,15,22,1,1,0,3,74.1
1998-08-15 23:00:00,30877,32997,33173.3333333333,33829.3333333333,1998,3,8,33,227,15,23,1,1,0,3,74.1
1998-08-16 00:00:00,28768,30877,32142.6666666667,33452.3333333333,1998,3,8,33,228,16,0,0,1,0,3,75.6
1998-08-16 01:00:00,26581,32188,35151.3333333333,38164,1998,3,8,33,228,16,1,0,1,0,3,75.6
1998-08-16 02:00:00,24941,26581,32807,36815.4166666667,1998,3,8,33,228,16,2,0,1,0,3,75.6
1998-08-16 03:00:00,23959,24941,30246.1666666667,35340.5833333333,1998,3,8,33,228,16,3,0,1,0,3,75.6
1998-08-16 04:00:00,23248,23959,27708.3333333333,33801.1666666667,1998,3,8,33,228,16,4,0,1,0,3,75.6
1998-08-16 05:00:00,22937,23248,25642.3333333333,32251.8333333333,1998,3,8,33,228,16,5,0,1,0,3,75.6
1998-08-16 06:00:00,22962,22937,24104.6666666667,30740.6666666667,1998,3,8,33,228,16,6,0,1,0,3,75.6
1998-08-16 07:00:00,23041,22962,23514.6666666667,29333,1998,3,8,33,228,16,7,0,1,0,3,75.6
1998-08-16 08:00:00,24071,23041,23369.6666666667,28088.3333333333,1998,3,8,33,228,16,8,0,1,0,3,75.6
1998-08-16 09:00:00,26194,24071,23742.1666666667,26994.1666666667,1998,3,8,33,228,16,9,0,1,0,3,75.6
1998-08-16 10:00:00,28723,26194,24654.6666666667,26181.5,1998,3,8,33,228,16,10,0,1,0,3,75.6
1998-08-16 11:00:00,30837,28723,25971.3333333333,25806.8333333333,1998,3,8,33,228,16,11,1,1,0,3,75.6
1998-08-16 12:00:00,32590,30837,27576,25840.3333333333,1998,3,8,33,228,16,12,1,1,0,3,75.6
1998-08-16 13:00:00,33579,32590,29332.3333333333,26423.5,1998,3,8,33,228,16,13,1,1,0,3,75.6
1998-08-16 14:00:00,33953,33579,30979.3333333333,27174.5,1998,3,8,33,228,16,14,1,1,0,3,75.6
1998-08-16 15:00:00,34400,33953,32347,28044.5833333333,1998,3,8,33,228,16,15,1,1,0,3,75.6
1998-08-16 16:00:00,34805,34400,33360.6666666667,29007.6666666667,1998,3,8,33,228,16,16,1,1,0,3,75.6
1998-08-16 17:00:00,35408,34805,34122.5,30046.9166666667,1998,3,8,33,228,16,17,1,1,0,3,75.6
1998-08-16 18:00:00,35466,35408,34601.8333333333,31088.9166666667,1998,3,8,33,228,16,18,1,1,0,3,75.6
1998-08-16 19:00:00,34946,35466,34829.6666666667,32081,1998,3,8,33,228,16,19,1,1,0,3,75.6
1998-08-16 20:00:00,34196,34946,34870.1666666667,32924.75,1998,3,8,33,228,16,20,1,1,0,3,75.6
1998-08-16 21:00:00,35582,34196,35067.1666666667,33707.0833333333,1998,3,8,33,228,16,21,1,1,0,3,75.6
1998-08-16 22:00:00,35197,35582,35132.5,34246.5833333333,1998,3,8,33,228,16,22,1,1,0,3,75.6
1998-08-16 23:00:00,33277,35197,34777.3333333333,34449.9166666667,1998,3,8,33,228,16,23,1,1,0,3,75.6
1998-08-17 00:00:00,30867,33277,34010.8333333333,34306.3333333333,1998,3,8,33,229,17,0,0,0,0,3,75
1998-08-17 01:00:00,28771,30571,34830.6666666667,38829.8333333333,1998,3,8,33,229,17,1,0,0,0,3,75
1998-08-17 02:00:00,27334,28771,32892.5,37455.0833333333,1998,3,8,33,229,17,2,0,0,0,3,75
1998-08-17 03:00:00,26682,27334,30844.8333333333,36009.9166666667,1998,3,8,33,229,17,3,0,0,0,3,75
1998-08-17 04:00:00,26357,26682,28997.1666666667,34575.5833333333,1998,3,8,33,229,17,4,0,0,0,3,75
1998-08-17 05:00:00,26512,26357,27704.5,33198.75,1998,3,8,33,229,17,5,0,0,0,3,75
1998-08-17 06:00:00,27790,26512,27241,32009.5833333333,1998,3,8,33,229,17,6,0,0,0,3,75
1998-08-17 07:00:00,30452,27790,27521.1666666667,31175.9166666667,1998,3,8,33,229,17,7,0,0,0,3,75
1998-08-17 08:00:00,33289,30452,28513.6666666667,30703.0833333333,1998,3,8,33,229,17,8,0,0,0,3,75
1998-08-17 09:00:00,35850,33289,30041.6666666667,30443.25,1998,3,8,33,229,17,9,0,0,0,3,75
1998-08-17 10:00:00,37573,35850,31911,30454.0833333333,1998,3,8,33,229,17,10,0,0,0,3,75
1998-08-17 11:00:00,39071,37573,34004.1666666667,30854.3333333333,1998,3,8,33,229,17,11,1,0,0,3,75
1998-08-17 12:00:00,39903,39071,36023,31632,1998,3,8,33,229,17,12,1,0,0,3,75
1998-08-17 13:00:00,40627,39903,37718.8333333333,32620,1998,3,8,33,229,17,13,1,0,0,3,75
1998-08-17 14:00:00,41124,40627,39024.6666666667,33769.1666666667,1998,3,8,33,229,17,14,1,0,0,3,75
