year,mo,da,temp,prcp
2004,01,22,24.6,0.0
2004,06,08,68.9,0.0
2004,06,25,73.5,0.04
2004,01,14,21.0,0.0
2004,06,23,71.9,0.0
2004,06,07,64.6,0.0
2004,08,05,70.8,1.07
2004,10,04,56.2,0.01
2004,04,08,45.3,0.14
2004,01,25,11.7,0.0
2004,01,29,20.3,0.0
2004,03,07,47.3,0.02
2004,05,04,49.2,0.06
2004,10,16,51.3,0.16
2004,10,20,50.5,0.0
2004,09,02,69.4,0.0
2004,11,02,54.5,0.0
2004,11,15,40.1,0.0
2004,12,07,40.7,0.03
2004,02,11,33.4,0.0
2004,09,23,70.0,0.0
2004,09,28,67.5,0.06
2004,10,15,56.6,0.04
2004,08,12,72.3,0.59
2004,11,21,49.9,0.23
2004,03,06,54.9,0.46
2004,07,18,68.1,0.07
2004,09,05,68.9,0.01
2004,12,11,45.2,0.62
2004,07,01,70.3,0.51
2004,06,02,63.7,0.21
2004,09,13,69.6,0.0
2004,05,31,62.4,0.16
2004,05,03,52.3,0.61
2004,07,27,72.0,0.03
2004,09,29,65.3,0.0
2004,11,20,50.5,0.11
2004,07,04,72.6,0.0
2004,04,27,53.6,0.92
2004,11,12,42.5,0.06
2004,11,23,47.5,0.02
2004,11,05,47.7,0.0
2004,10,10,59.1,0.0
2004,03,10,36.8,0.01
2004,04,12,44.5,0.5
2004,04,23,62.1,0.03
2004,08,15,69.9,0.0
2004,07,31,79.0,0.0
2004,08,29,77.4,0.0
2004,10,08,60.2,0.0
2004,10,09,59.8,0.0
2004,08,28,76.5,0.0
2004,02,21,39.1,0.01
2004,05,07,63.8,0.0
2004,05,27,70.7,0.02
2004,07,25,68.7,0.0
2004,08,02,76.8,0.01
2004,09,26,67.1,0.0
2004,12,12,40.2,0.0
2004,12,06,37.5,0.0
2004,02,04,35.1,0.0
2004,02,25,31.3,0.0
2004,09,14,67.8,0.0
2004,01,21,18.9,0.0
2004,01,30,18.8,0.0
2004,05,29,61.4,0.0
2004,12,16,29.0,0.0
2004,01,06,33.9,0.19
2004,01,07,20.9,0.0
2004,04,25,52.2,0.0
2004,05,08,58.5,0.16
2004,05,28,72.7,0.0
2004,07,06,75.1,0.0
2004,07,16,69.7,0.0
2004,08,14,67.6,0.02
2004,08,17,69.0,0.0
2004,11,29,40.3,0.09
2004,12,09,39.7,0.0
2004,10,13,50.0,0.0
2004,01,08,25.3,0.0
2004,01,16,13.6,0.0
2004,02,20,37.3,0.0
2004,03,15,47.8,0.0
2004,04,18,66.7,0.0
2004,04,30,63.1,0.0
2004,06,04,65.1,0.0
2004,07,10,70.2,0.0
2004,08,07,61.1,0.0
2004,09,01,69.3,0.0
2004,09,11,67.2,0.0
2004,10,26,54.0,0.0
2004,11,06,46.6,0.0
2004,02,03,30.0,0.7
2004,03,17,31.4,0.03
2004,04,03,44.1,0.17
2004,12,08,49.3,0.35
2004,08,21,71.2,0.07
2004,10,22,49.3,0.11
2004,12,23,49.2,0.01
2004,07,03,74.2,0.0
2004,06,24,72.1,0.0
2004,07,05,78.9,0.01
2004,10,21,49.6,0.15
2004,12,01,46.7,0.62
2004,05,12,74.3,0.0
2004,07,26,70.5,0.0
2004,12,18,30.7,0.0
2004,01,11,15.9,0.0
2004,03,25,49.1,0.01
2004,08,22,64.1,0.83
2004,11,14,36.7,0.0
2004,12,14,33.3,0.01
2004,01,10,8.1,0.0
2004,01,23,14.9,0.0
2004,02,29,43.2,0.0
2004,06,27,66.4,0.0
2004,12,05,40.8,0.0
2004,12,28,21.4,0.0
2004,07,02,82.0,0.0
2004,01,19,23.9,0.6
2004,12,15,30.1,0.0
2004,12,04,36.4,0.0
2004,10,23,47.9,0.0
2004,11,10,36.5,0.0
2004,01,18,30.1,0.15
2004,09,18,66.2,0.0
2004,02,07,35.0,1.6
2004,09,04,67.9,0.0
2004,12,03,35.7,0.0
2004,10,27,49.3,0.0
2004,04,07,54.6,0.0
2004,12,29,36.9,0.0
2004,10,31,63.8,0.01
2004,10,05,53.9,0.0
2004,01,02,38.5,0.07
2004,11,01,53.9,0.0
2004,09,10,68.7,0.0
2004,12,26,22.2,0.0
2004,12,10,45.7,0.56
2004,04,05,35.7,0.1
2004,02,18,31.2,0.0
2004,12,21,22.2,0.0
2004,02,06,31.3,0.36
2004,09,17,70.7,0.01
2004,09,24,68.5,0.0
2004,01,04,48.3,0.02
2004,08,11,73.5,0.15
2004,07,07,73.0,1.15
2004,03,21,44.7,0.01
2004,11,13,39.4,0.62
2004,05,24,79.0,0.03
2004,02,17,26.2,0.0
2004,02,19,37.7,0.0
2004,03,01,44.1,0.0
2004,10,28,51.6,0.0
2004,07,08,73.9,0.03
2004,01,28,22.8,0.13
2004,04,04,41.8,0.16
2004,10,02,63.1,0.0
2004,10,14,53.9,0.53
2004,10,25,50.7,0.0
2004,08,25,71.0,0.0
2004,05,21,71.0,0.0
2004,09,20,57.3,0.0
2004,02,26,32.3,0.0
2004,03,24,42.1,0.0
2004,01,27,19.2,0.03
2004,04,24,58.3,0.62
2004,07,14,69.3,0.0
2004,01,12,32.2,0.0
2004,02,08,25.9,0.0
2004,03,26,58.3,0.01
2004,09,21,62.4,0.0
2004,01,26,16.4,0.21
2004,09,08,70.6,0.18
2004,08,13,70.5,1.91
2004,01,05,39.1,0.29
2004,10,30,58.8,0.23
2004,03,31,43.3,0.01
2004,03,18,34.5,0.01
2004,08,27,74.1,0.0
2004,08,30,74.7,0.02
2004,09,09,75.0,0.06
2004,03,05,48.4,0.01
2004,04,02,45.3,0.28
2004,06,17,76.1,0.0
2004,11,22,47.9,0.0
2004,08,20,76.0,0.01
2004,04,14,48.6,0.03
2004,04,01,47.9,0.66
2004,05,26,69.0,0.22
2004,10,19,50.7,0.61
2004,01,03,47.0,0.01
2004,09,06,66.0,0.0
2004,09,07,70.7,0.0
2004,04,09,49.4,0.03
2004,06,14,70.5,0.0
2004,10,29,50.8,0.02
2004,03,04,47.8,0.14
2004,05,19,66.0,0.44
2004,07,19,69.1,0.52
2004,07,21,74.7,0.0
2004,07,23,74.0,0.04
2004,09,15,64.6,0.01
2004,08,18,71.2,0.0
2004,10,03,58.8,0.01
2004,06,10,76.6,0.05
2004,01,15,17.5,0.0
2004,05,02,69.6,0.01
2004,08,04,76.6,0.0
2004,11,27,42.1,0.0
2004,07,22,75.8,0.0
2004,07,17,72.6,0.0
2004,03,08,41.4,0.12
2004,05,05,53.2,0.0
2004,11,25,56.0,0.13
2004,01,17,21.4,0.0
2004,02,09,27.9,0.0
2004,03,30,39.8,0.0
2004,10,24,45.8,0.0
2004,02,01,19.1,0.0
2004,04,11,45.5,0.01
2004,06,22,72.0,0.07
2004,04,06,41.1,0.0
2004,05,17,69.3,0.0
2004,05,25,72.7,0.0
2004,06,13,62.2,0.0
2004,07,20,72.6,0.02
2004,09,19,57.6,0.63
2004,10,17,47.6,0.08
2004,11,30,40.7,0.0
2004,12,02,37.8,0.08
2004,12,25,22.8,0.0
2004,03,12,39.7,0.0
2004,04,15,50.1,0.0
2004,06,28,67.1,0.0
2004,11,03,55.0,0.0
2004,01,13,38.4,0.0
2004,02,05,26.5,0.0
2004,02,22,38.5,0.0
2004,04,16,48.6,0.0
2004,04,17,58.2,0.0
2004,04,20,66.9,0.0
2004,08,08,64.9,0.0
2004,08,09,70.1,0.0
2004,08,10,73.0,0.0
2004,11,08,47.2,0.0
2004,11,16,45.1,0.0
2004,12,17,35.1,0.0
2004,04,26,52.2,1.19
2004,06,16,75.9,0.92
2004,02,24,34.5,0.09
2004,03,16,35.1,0.41
2004,03,19,37.0,0.35
2004,09,16,69.0,0.06
2004,01,24,15.7,0.02
2004,07,12,71.8,0.82
2004,12,19,32.7,0.0
2004,08,03,76.9,0.64
2004,06,01,63.2,0.2
2004,05,10,70.2,0.46
2004,07,30,75.4,0.0
2004,05,16,69.4,0.44
2004,06,05,57.9,0.11
2004,06,15,73.7,0.49
2004,08,24,71.5,0.0
2004,05,14,72.1,0.01
2004,04,13,44.9,0.91
2004,04,22,62.1,0.0
2004,05,11,73.9,0.0
2004,07,15,69.2,1.08
2004,07,24,71.8,0.93
2004,08,26,70.2,0.0
2004,04,21,59.5,0.11
2004,06,12,62.2,0.2
2004,06,18,76.2,1.69
2004,09,30,63.8,0.01
2004,12,20,14.4,0.0
2004,06,26,70.6,0.0
2004,05,15,74.4,0.01
2004,03,27,59.7,0.06
2004,05,09,58.6,0.0
2004,06,29,66.6,0.13
2004,08,31,73.6,0.0
2004,09,03,68.5,0.0
2004,10,06,50.3,0.0
2004,10,11,53.8,0.0
2004,12,30,38.7,0.0
2004,01,01,38.6,0.0
2004,02,23,34.5,0.0
2004,02,27,36.9,0.0
2004,06,20,63.0,0.0
2004,06,03,66.9,0.03
2004,01,20,22.6,0.0
2004,03,03,49.6,0.0
2004,03,09,36.7,0.0
2004,03,20,38.2,0.0
2004,03,28,55.0,0.03
2004,04,28,46.2,0.01
2004,04,29,57.9,0.0
2004,05,18,71.0,0.01
2004,06,19,73.5,0.0
2004,07,29,72.2,0.0
2004,08,06,63.6,0.0
2004,09,12,66.2,0.01
2004,01,31,15.2,0.0
2004,02,15,26.9,0.0
2004,03,11,40.0,0.0
2004,03,14,34.7,0.0
2004,04,10,49.2,0.0
2004,05,01,65.7,0.0
2004,06,21,64.9,0.0
2004,07,09,71.0,0.0
2004,09,22,66.5,0.0
2004,09,27,65.3,0.0
2004,10,07,56.7,0.0
2004,10,12,48.7,0.0
2004,11,09,37.5,0.0
2004,11,11,43.9,0.0
2004,11,17,44.8,0.0
2004,12,27,24.4,0.0
2004,11,28,51.7,1.32
2004,11,24,52.9,0.0
2004,11,04,41.3,0.83
2004,07,13,70.0,1.67
2004,08,01,75.1,1.0
2004,02,02,19.9,0.0
2004,11,18,50.9,0.0
2004,02,28,40.9,0.0
2004,05,13,73.9,0.0
2004,11,07,51.3,0.0
2004,03,02,53.0,0.03
2004,05,06,56.7,0.19
2004,05,22,73.8,0.03
2004,08,23,67.0,0.01
2004,10,18,45.5,0.0
2004,11,26,37.0,0.11
2004,12,13,39.9,0.01
2004,12,24,30.0,0.85
2004,02,13,32.8,0.0
2004,02,16,20.1,0.0
2004,03,13,34.2,0.0
2004,04,19,69.0,0.0
2004,06,11,62.1,0.83
2004,06,09,77.0,0.0
2004,05,20,64.6,0.17
2004,07,28,73.8,0.5
2004,11,19,49.9,0.0
2004,08,16,69.8,0.01
2004,06,06,58.0,0.94
2004,08,19,74.3,0.14
2004,10,01,59.2,0.02
2004,02,10,38.0,0.0
2004,01,09,23.6,0.0
2004,03,22,31.1,0.0
2004,03,29,47.4,0.0
2004,05,23,78.4,0.0
2004,06,30,68.8,0.0
2004,09,25,65.8,0.01
2004,02,12,31.0,0.0
2004,02,14,32.8,0.0
2004,03,23,33.4,0.0
2004,05,30,60.2,0.0
2004,07,11,73.9,0.0
2004,12,22,34.5,0.0
2004,12,31,42.9,0.0
