year,mo,da,temp,prcp
2014,04,30,45.6,0.56
2014,02,19,30.8,0.26
2014,11,20,32.8,0.0
2014,06,07,68.7,0.0
2014,01,02,28.4,0.0
2014,01,03,15.6,0.21
2014,01,08,11.8,0.0
2014,01,11,42.0,0.44
2014,01,20,36.2,0.0
2014,01,21,24.7,0.0
2014,01,27,24.9,0.0
2014,02,03,34.1,0.46
2014,02,14,34.1,0.7
2014,02,16,22.6,0.03
2014,02,17,19.6,0.0
2014,03,05,24.7,0.0
2014,03,07,28.7,0.0
2014,03,10,41.2,0.0
2014,03,19,37.2,0.0
2014,03,22,45.9,0.0
2014,04,05,45.6,0.03
2014,04,13,62.0,0.0
2014,04,14,67.3,0.0
2014,04,22,55.1,0.0
2014,05,03,53.9,0.0
2014,05,04,52.9,0.15
2014,05,11,65.8,0.19
2014,05,21,59.5,0.01
2014,05,28,68.8,0.19
2014,05,29,54.4,0.3
2014,05,30,60.7,0.09
2014,06,06,65.3,0.13
2014,06,12,66.1,0.19
2014,06,14,65.8,0.74
2014,06,15,64.3,0.0
2014,06,26,75.4,1.42
2014,06,29,73.8,0.0
2014,07,05,67.8,0.02
2014,07,12,73.7,0.0
2014,07,17,68.3,0.01
2014,07,19,70.5,0.0
2014,08,01,71.5,0.0
2014,08,02,70.5,0.55
2014,08,05,73.2,0.0
2014,08,13,71.7,0.79
2014,08,19,71.2,0.0
2014,09,02,77.2,0.54
2014,09,10,69.1,0.0
2014,09,11,73.6,0.0
2014,09,14,56.2,0.16
2014,09,18,60.2,0.0
2014,09,27,64.6,0.0
2014,10,05,46.8,0.01
2014,10,06,53.5,0.0
2014,10,11,52.0,0.25
2014,10,20,46.3,0.0
2014,10,24,58.4,0.0
2014,10,25,54.8,0.0
2014,11,05,52.5,0.0
2014,11,13,36.6,0.0
2014,11,22,28.4,0.0
2014,11,24,59.7,0.27
2014,11,25,52.4,0.25
2014,11,28,30.7,0.0
2014,11,30,39.1,0.0
2014,12,18,34.7,0.01
2014,12,28,43.5,0.04
2014,01,07,5.6,0.01
2014,01,09,24.3,0.0
2014,01,17,31.1,0.0
2014,01,22,7.3,0.12
2014,02,04,21.3,0.42
2014,02,08,20.7,0.0
2014,02,13,26.4,0.2
2014,02,15,30.8,0.0
2014,02,24,33.3,0.04
2014,02,26,23.1,0.0
2014,02,27,17.7,0.0
2014,03,02,32.4,0.0
2014,03,03,21.6,0.08
2014,03,08,35.3,0.0
2014,03,30,42.9,0.77
2014,04,04,46.2,0.26
2014,04,15,59.3,0.14
2014,04,23,49.6,0.1
2014,04,29,47.3,0.03
2014,05,01,60.6,1.37
2014,05,02,57.0,0.08
2014,05,06,56.8,0.0
2014,05,14,58.1,0.24
2014,05,19,56.0,0.0
2014,05,25,65.0,0.0
2014,06,18,81.9,0.0
2014,06,19,73.4,0.06
2014,06,28,72.7,0.0
2014,06,30,75.3,0.0
2014,07,01,78.8,0.0
2014,07,10,75.1,0.0
2014,07,13,77.5,0.0
2014,07,24,72.1,0.71
2014,07,28,70.7,2.2
2014,07,29,64.5,0.37
2014,07,30,64.8,0.0
2014,08,04,70.6,0.01
2014,08,08,67.4,0.0
2014,08,09,69.2,0.0
2014,08,21,72.7,0.0
2014,08,27,73.6,0.0
2014,08,28,72.2,0.0
2014,09,07,69.7,0.08
2014,09,09,66.5,0.0
2014,09,13,58.5,0.01
2014,09,22,62.6,0.08
2014,10,12,50.0,0.03
2014,10,13,56.7,0.0
2014,10,17,59.6,0.54
2014,10,21,55.4,0.07
2014,11,06,48.1,0.57
2014,11,29,27.7,0.0
2014,12,03,36.9,0.23
2014,12,05,34.7,0.0
2014,12,16,36.3,0.0
2014,12,17,43.5,0.37
2014,12,24,47.7,0.26
2014,12,31,25.4,0.0
2014,01,19,24.7,0.0
2014,02,22,38.3,0.0
2014,06,22,69.0,0.0
2014,11,21,27.9,0.0
